================================================================================
Spectrum 180
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 514.2235
Precursor charge: 2+
Ground truth: ETDDKIC+57.021F
Ground truth (normalized): ETDDKIC+57.021F

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 83
Used for reranking: 83

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 83 (8.3%)
Database matches: 25 (2.5%)
Prosit predictions: 48 (4.8%)
Failed: 10 (1.0%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✓
Rank in beam search: 1/1000
Rank by similarity: 1/1000
Similarity: 0.8324
Source: Database
Passed mass check: ✓

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
------------------------------------------------------------------------------------------------------------------------
1     ETDDKLC+57.021F          0.8324      Database    -0.7390     1026.4328   ✓       ✓
2     ETDDKLC+57.021F          0.8324      Database    -4.7348     1026.4328   ✓       ✓
3     ETDDKLC+57.021F          0.8324      Database    -6.9100     1026.4328   ✓       ✓
4     ETDDKLC+57.021F          0.8324      Database    -7.0567     1026.4328   ✓       ✓
5     ETDDKLC+57.021F          0.8324      Database    -7.3797     1026.4328   ✓       ✓
6     ETDDKLC+57.021F          0.8324      Database    -7.7773     1026.4328   ✓       ✓
7     ETDDKLC+57.021F          0.8324      Database    -9.4916     1026.4328   ✓       ✓
8     ETDDKLC+57.021F          0.8324      Database    -10.1864    1026.4328   ✓       ✓
9     ETDDKLC+57.021F          0.8324      Database    -10.1962    1026.4328   ✓       ✓
10    ETDDKLC+57.021F          0.8324      Database    -10.4428    1026.4328   ✓       ✓
11    ETDDKLC+57.021F          0.8324      Database    -10.6983    1026.4328   ✓       ✓
12    ETDDKLC+57.021F          0.8324      Database    -11.0526    1026.4328   ✓       ✓
13    ETDDKLC+57.021F          0.8324      Database    -11.3755    1026.4328   ✓       ✓
14    ETDDKLC+57.021F          0.8324      Database    -11.7731    1026.4328   ✓       ✓
15    ETDDKLC+57.021F          0.8324      Database    -12.3191    1026.4328   ✓       ✓
16    ETDDKLC+57.021F          0.8324      Database    -12.9256    1026.4328   ✓       ✓
17    ETDDKLC+57.021F          0.8324      Database    -13.0432    1026.4328   ✓       ✓
18    ETDDKLC+57.021F          0.8324      Database    -13.2277    1026.4328   ✓       ✓
19    ETDDKLC+57.021F          0.8324      Database    -13.4874    1026.4328   ✓       ✓
20    ETDDKLC+57.021F          0.8324      Database    -13.5507    1026.4328   ✓       ✓
21    ETDDKLC+57.021F          0.8324      Database    -13.9483    1026.4328   ✓       ✓
22    ETDDKLC+57.021F          0.8324      Database    -14.0950    1026.4328   ✓       ✓
23    ETDDKLC+57.021F          0.8324      Database    -14.1920    1026.4328   ✓       ✓
24    ETDDKLC+57.021F          0.8324      Database    -14.4180    1026.4328   ✓       ✓
25    ETDDKLC+57.021F          0.8324      Database    -14.4386    1026.4328   ✓       ✓
26    Q+0.984TN+0.984DKLC+57.021F0.3968      Prosit      -9.7199     1026.4328   ✓       
27    Q+0.984TN+0.984DKLC+57.021F0.3968      Prosit      -13.7157    1026.4328   ✓       
28    ETN+0.984N+0.984KLC+57.021F0.3881      Prosit      -11.0947    1026.4328   ✓       
266   ETTDKLC+57.021F          -1.0000     NotChecked  -11.1483    1012.4535   ✗       
267   -17.027VDLKLC+57.021F    -1.0000     NotChecked  -11.1577    876.4415    ✗       
268   -17.027TQDKLC+57.021F    -1.0000     NotChecked  -11.1627    893.3953    ✗       
269   Q+0.984TDDKLC+57.021F    -1.0000     Failed      -11.1752    1026.4328   ✓       
270   QPDDKLC+57.021F          -1.0000     NotChecked  -11.1774    1021.4539   ✗       
271   -17.027LDN+0.984KLC+57.021F-1.0000     NotChecked  -11.1841    892.4001    ✗       
272   -17.027TVDDKLC+57.021F   -1.0000     NotChecked  -11.2053    979.4321    ✗       
273   TVN+0.984DKLC+57.021F    -1.0000     NotChecked  -11.2060    996.4586    ✗       
274   Q+0.984VDN+0.984KLC+57.021F-1.0000     NotChecked  -11.2147    1024.4535   ✗       
275   ETDDLC+57.021F           -1.0000     NotChecked  -11.2159    898.3378    ✗       
276   +42.011EDDKLC+57.021F    -1.0000     NotChecked  -11.2187    967.3957    ✗       
277   ELDGKLC+57.021F          -1.0000     NotChecked  -11.2268    980.4637    ✗       
278   QVNDKLC+57.021F          -1.0000     NotChecked  -11.2473    1022.4855   ✗       
279   EVDDALC+57.021F          -1.0000     NotChecked  -11.2491    967.3957    ✗       
280   EVDDELC+57.021F          -1.0000     NotChecked  -11.2594    1025.4012   ✗       
281   TVEDKLC+57.021F          -1.0000     NotChecked  -11.2614    1010.4743   ✗       
282   ETNDKLC+57.021F          -1.0000     NotChecked  -11.2656    1025.4488   ✗       
283   Q+0.984TTDKLC+57.021F    -1.0000     NotChecked  -11.2709    1012.4535   ✗       
284   EVDDTLC+57.021F          -1.0000     NotChecked  -11.2912    997.4063    ✗       
285   -17.027VTDKLC+57.021F    -1.0000     NotChecked  -11.3010    864.4051    ✗       
286   DSDDKLC+57.021F          -1.0000     NotChecked  -11.3277    998.4015    ✗       
287   QTDSKLC+57.021F          -1.0000     NotChecked  -11.3300    997.4539    ✗       
288   QVLDKLC+57.021F          -1.0000     NotChecked  -11.3313    1021.5267   ✗       
289   ELDKLC+57.021F           -1.0000     NotChecked  -11.3325    923.4423    ✗       
290   -17.027PDDKLC+57.021F    -1.0000     NotChecked  -11.3485    876.3688    ✗       
291   ETLDKLC+57.021F          -1.0000     NotChecked  -11.3496    1024.4899   ✗       
292   Q+0.984TNDKLC+57.021F    -1.0000     NotChecked  -11.3882    1025.4488   ✗       
293   -17.027STDDKLC+57.021F   -1.0000     NotChecked  -11.4014    967.3957    ✗       
294   TTVDKLC+57.021F          -1.0000     NotChecked  -11.4142    982.4794    ✗       
295   EVDDKC+57.021F           -1.0000     NotChecked  -11.4177    911.3695    ✗       
296   -17.027VNDKLC+57.021F    -1.0000     NotChecked  -11.4183    877.4004    ✗       
297   LSDDKLC+57.021F          -1.0000     NotChecked  -11.4223    996.4586    ✗       
298   QLVDKLC+57.021F          -1.0000     NotChecked  -11.4546    1021.5267   ✗       
299   ELDTKLC+57.021F          -1.0000     NotChecked  -11.4634    1024.4899   ✗       
300   -17.027GTDDKLC+57.021F   -1.0000     NotChecked  -11.4677    937.3851    ✗       
301   Q+0.984TLDKLC+57.021F    -1.0000     NotChecked  -11.4722    1024.4899   ✗       
302   EVDDGLC+57.021F          -1.0000     NotChecked  -11.4732    953.3800    ✗       
303   EAMDKLC+57.021F          -1.0000     NotChecked  -11.4834    1012.4358   ✗       
304   TADDKLC+57.021F          -1.0000     NotChecked  -11.4865    968.4273    ✗       
305   DTDN+0.984KLC+57.021F    -1.0000     NotChecked  -11.4938    1012.4172   ✗       
306   -17.027TDSKLC+57.021F    -1.0000     NotChecked  -11.5011    852.3687    ✗       
307   -17.027VLDKLC+57.021F    -1.0000     NotChecked  -11.5023    876.4415    ✗       
308   -17.027EVDDKLC+57.021F   -1.0000     NotChecked  -11.5283    1007.4270   ✗       
309   EVVDKLC+57.021F          -1.0000     NotChecked  -11.5336    1008.4950   ✗       
310   +42.011SDDKLC+57.021F    -1.0000     NotChecked  -11.5406    925.3851    ✗       
311   EPDSKLC+57.021F          -1.0000     NotChecked  -11.5458    994.4430    ✗       
312   ESDN+0.984KLC+57.021F    -1.0000     NotChecked  -11.5594    1012.4172   ✗       
313   EVDDKLC+57.021F          -1.0000     NotChecked  -11.5623    1024.4535   ✗       
314   LTDN+0.984KLC+57.021F    -1.0000     NotChecked  -11.5883    1010.4743   ✗       
315   -17.027VM+15.995DKLC+57.021F-1.0000     NotChecked  -11.6069    910.3929    ✗       
316   EAN+0.984DKLC+57.021F    -1.0000     NotChecked  -11.6085    996.4222    ✗       
317   +42.011KDDKLC+57.021F    -1.0000     NotChecked  -11.6201    966.4481    ✗       
318   -17.027LVDKLC+57.021F    -1.0000     NotChecked  -11.6256    876.4415    ✗       
319   TTDDKLC+57.021F          -1.0000     NotChecked  -11.6504    998.4379    ✗       
320   Q+0.984VVDKLC+57.021F    -1.0000     NotChecked  -11.6563    1008.4950   ✗       
321   DLDDKLC+57.021F          -1.0000     NotChecked  -11.6638    1024.4535   ✗       
322   EAEDKLC+57.021F          -1.0000     NotChecked  -11.6640    1010.4379   ✗       
323   -17.027TDDKLC+57.021PF   -1.0000     NotChecked  -11.6698    977.4164    ✗       
324   LVMDKLC+57.021F          -1.0000     NotChecked  -11.6965    1024.5086   ✗       
325   +42.011TDN+0.984KLC+57.021F-1.0000     NotChecked  -11.7067    939.4008    ✗       
326   -17.027TDEKLC+57.021F    -1.0000     NotChecked  -11.7239    894.3793    ✗       
327   DVN+0.984DKLC+57.021F    -1.0000     NotChecked  -11.7271    1010.4379   ✗       
328   TTDLKLC+57.021F          -1.0000     NotChecked  -11.7495    996.4950    ✗       
329   QVDDKLC+57.021F          -1.0000     NotChecked  -11.7548    1023.4695   ✗       
330   LLDDKLC+57.021F          -1.0000     NotChecked  -11.7583    1022.5107   ✗       
331   EVDDKLF                  -1.0000     NotChecked  -11.7699    864.4229    ✗       
332   DVEDKLC+57.021F          -1.0000     NotChecked  -11.7826    1024.4535   ✗       
333   TDDKLC+57.021F           -1.0000     NotChecked  -11.7972    897.3902    ✗       
334   EVDDKLC+57.021M          -1.0000     NotChecked  -11.8013    1008.4256   ✗       
335   +42.011VMDKLC+57.021F    -1.0000     NotChecked  -11.8149    953.4351    ✗       
336   ELDDKVC+57.021F          -1.0000     NotChecked  -11.8159    1024.4535   ✗       
337   LVN+0.984DKLC+57.021F    -1.0000     NotChecked  -11.8216    1008.4950   ✗       
338   TVDN+0.984KLC+57.021F    -1.0000     NotChecked  -11.8368    996.4586    ✗       
339   M+15.995ADDKLC+57.021F   -1.0000     NotChecked  -11.8389    1014.4151   ✗       
340   MSDDKLC+57.021F          -1.0000     NotChecked  -11.8477    1014.4151   ✗       
341   -17.027LDDKLC+57.021F    -1.0000     NotChecked  -11.8619    892.4001    ✗       
342   EVDLKLC+57.021F          -1.0000     NotChecked  -11.8690    1022.5107   ✗       
343   ETN+0.984LKLC+57.021F    -1.0000     NotChecked  -11.8715    1024.4899   ✗       
344   +42.011LDDKLC+57.021F    -1.0000     NotChecked  -11.8767    951.4372    ✗       
345   LVEDKLC+57.021F          -1.0000     NotChecked  -11.8771    1022.5107   ✗       
346   -17.027TDDKHC+57.021F    -1.0000     NotChecked  -11.8901    904.3385    ✗       
347   Q+0.984VDDKLC+57.021F    -1.0000     NotChecked  -11.8925    1024.4535   ✗       
348   TTTDKLC+57.021F          -1.0000     NotChecked  -11.8929    984.4586    ✗       
349   Q+0.984TDDKLC+57.021F    -1.0000     Failed      -11.8957    1026.4328   ✓       
350   -17.027VDDKLC+57.021F    -1.0000     NotChecked  -11.9258    878.3844    ✗       
351   QLTDKLC+57.021F          -1.0000     NotChecked  -11.9333    1023.5059   ✗       
352   DTVDKLC+57.021F          -1.0000     NotChecked  -11.9353    996.4586    ✗       
353   +42.011VN+0.984DKLC+57.021F-1.0000     NotChecked  -11.9400    937.4215    ✗       
354   EVN+0.984N+0.984KLC+57.021F-1.0000     NotChecked  -11.9588    1024.4535   ✗       
355   -17.027LDLKLC+57.021F    -1.0000     NotChecked  -11.9610    890.4572    ✗       
356   QTDDLLC+57.021F          -1.0000     NotChecked  -11.9638    1010.4379   ✗       
357   QPDDKLC+57.021F          -1.0000     NotChecked  -11.9910    1021.4539   ✗       
358   Q+0.984VDLKLC+57.021F    -1.0000     NotChecked  -11.9916    1022.5107   ✗       
359   +42.011VEDKLC+57.021F    -1.0000     NotChecked  -11.9955    951.4372    ✗       
360   ESVDKLC+57.021F          -1.0000     NotChecked  -12.0009    996.4586    ✗       
361   DADDKLC+57.021F          -1.0000     NotChecked  -12.0077    982.4066    ✗       
362   -17.027TLDDKLC+57.021F   -1.0000     NotChecked  -12.0086    993.4477    ✗       
363   TLN+0.984DKLC+57.021F    -1.0000     NotChecked  -12.0093    1010.4743   ✗       
364   TTNDKLC+57.021F          -1.0000     NotChecked  -12.0102    997.4539    ✗       
365   EVTDKLC+57.021F          -1.0000     NotChecked  -12.0124    1010.4743   ✗       
366   QTDDSLC+57.021F          -1.0000     NotChecked  -12.0244    984.3859    ✗       
367   -17.027VQDKLC+57.021F    -1.0000     NotChecked  -12.0268    891.4160    ✗       
368   LTVDKLC+57.021F          -1.0000     NotChecked  -12.0299    994.5157    ✗       
369   QPN+0.984DKLC+57.021F    -1.0000     NotChecked  -12.0441    1021.4539   ✗       
370   ELDDALC+57.021F          -1.0000     NotChecked  -12.0524    981.4113    ✗       
371   TLEDKLC+57.021F          -1.0000     NotChecked  -12.0648    1024.4899   ✗       
372   QTDPKLC+57.021F          -1.0000     NotChecked  -12.0657    1007.4746   ✗       
373   EVDDLC+57.021F           -1.0000     NotChecked  -12.0799    896.3586    ✗       
374   -17.027PMDKLC+57.021F    -1.0000     NotChecked  -12.0900    892.3823    ✗       
375   TTLDKLC+57.021F          -1.0000     NotChecked  -12.0942    996.4950    ✗       
376   ELDDTLC+57.021F          -1.0000     NotChecked  -12.0945    1011.4219   ✗       
377   LADDKLC+57.021F          -1.0000     NotChecked  -12.1022    980.4637    ✗       
378   -17.027LTDKLC+57.021F    -1.0000     NotChecked  -12.1044    878.4208    ✗       
379   EVNDKLC+57.021F          -1.0000     NotChecked  -12.1297    1023.4695   ✗       
380   -17.027TDDLLC+57.021F    -1.0000     NotChecked  -12.1349    865.3528    ✗       
381   Q+0.984VTDKLC+57.021F    -1.0000     NotChecked  -12.1350    1010.4743   ✗       
382   +42.011TVDKLC+57.021F    -1.0000     NotChecked  -12.1482    923.4422    ✗       
383   -17.027QPDDKLC+57.021F   -1.0000     NotChecked  -12.1620    1004.4273   ✗       
384   ETVN+0.984KLC+57.021F    -1.0000     NotChecked  -12.1670    1010.4743   ✗       
385   DTDDKLC+57.021F          -1.0000     NotChecked  -12.1716    1012.4172   ✗       
386   EPDDLLC+57.021F          -1.0000     NotChecked  -12.1796    1007.4270   ✗       
387   Q+0.984PDDKLC+57.021F    -1.0000     NotChecked  -12.1825    1022.4379   ✗       
388   QVDSKLC+57.021F          -1.0000     NotChecked  -12.1941    995.4746    ✗       
389   -17.027TDDSLC+57.021F    -1.0000     NotChecked  -12.1955    839.3007    ✗       
390   ETDSKLC+57.021F          -1.0000     NotChecked  -12.2124    998.4379    ✗       
391   EVLDKLC+57.021F          -1.0000     NotChecked  -12.2137    1022.5107   ✗       
392   -17.027PN+0.984DKLC+57.021F-1.0000     NotChecked  -12.2152    876.3688    ✗       
393   +42.011ADDKLC+57.021F    -1.0000     NotChecked  -12.2206    909.3902    ✗       
394   ELDDKC+57.021F           -1.0000     NotChecked  -12.2210    925.3851    ✗       
395   -17.027LNDKLC+57.021F    -1.0000     NotChecked  -12.2217    891.4160    ✗       
396   -17.027TDPKLC+57.021F    -1.0000     NotChecked  -12.2368    862.3895    ✗       
397   ESDDKLC+57.021F          -1.0000     NotChecked  -12.2372    1012.4172   ✗       
398   EADN+0.984KLC+57.021F    -1.0000     NotChecked  -12.2393    996.4222    ✗       
399   EVDDKLC+57.021F          -1.0000     NotChecked  -12.2396    1024.4535   ✗       
400   EPDDSLC+57.021F          -1.0000     NotChecked  -12.2402    981.3750    ✗       
401   Q+0.984VNDKLC+57.021F    -1.0000     NotChecked  -12.2523    1023.4695   ✗       
402   -17.027SVDDKLC+57.021F   -1.0000     NotChecked  -12.2655    965.4164    ✗       
403   LTDDKLC+57.021F          -1.0000     NotChecked  -12.2661    1010.4743   ✗       
404   -17.027PEDKLC+57.021F    -1.0000     NotChecked  -12.2706    890.3844    ✗       
405   DTDLKLC+57.021F          -1.0000     NotChecked  -12.2707    1010.4743   ✗       
406   ELDDGLC+57.021F          -1.0000     NotChecked  -12.2765    967.3957    ✗       
407   TVVDKLC+57.021F          -1.0000     NotChecked  -12.2783    980.5001    ✗       
408   EPDPKLC+57.021F          -1.0000     NotChecked  -12.2815    1004.4637   ✗       
409   -17.027LLDKLC+57.021F    -1.0000     NotChecked  -12.3057    890.4572    ✗       
410   +42.011MDDKLC+57.021F    -1.0000     NotChecked  -12.3101    969.3936    ✗       
411   DTDDKLC+57.021F          -1.0000     NotChecked  -12.3183    1012.4172   ✗       
412   -17.027GVDDKLC+57.021F   -1.0000     NotChecked  -12.3318    935.4059    ✗       
413   Q+0.984TDSKLC+57.021F    -1.0000     NotChecked  -12.3350    998.4379    ✗       
414   ESDLKLC+57.021F          -1.0000     NotChecked  -12.3362    1010.4743   ✗       
415   Q+0.984VLDKLC+57.021F    -1.0000     NotChecked  -12.3363    1022.5107   ✗       
416   ELVDKLC+57.021F          -1.0000     NotChecked  -12.3370    1022.5107   ✗       
417   ETDDKLC+57.021K          -1.0000     NotChecked  -12.3414    1007.4594   ✗       
418   DVDN+0.984KLC+57.021F    -1.0000     NotChecked  -12.3579    1010.4379   ✗       
419   -17.027VDSKLC+57.021F    -1.0000     NotChecked  -12.3651    850.3895    ✗       
420   LTDLKLC+57.021F          -1.0000     NotChecked  -12.3652    1008.5314   ✗       
421   +42.011TDDKLC+57.021F    -1.0000     NotChecked  -12.3845    939.4008    ✗       
422   EDDKLC+57.021F           -1.0000     NotChecked  -12.3850    925.3851    ✗       
423   -17.027DDDKLC+57.021F    -1.0000     NotChecked  -12.4045    894.3429    ✗       
424   -17.027LM+15.995DKLC+57.021F-1.0000     NotChecked  -12.4103    924.4085    ✗       
425   LTDDKLC+57.021F          -1.0000     NotChecked  -12.4129    1010.4743   ✗       
426   DTTDKLC+57.021F          -1.0000     NotChecked  -12.4141    998.4379    ✗       
427   LVDN+0.984KLC+57.021F    -1.0000     NotChecked  -12.4524    1008.4950   ✗       
428   MTVDKLC+57.021F          -1.0000     NotChecked  -12.4553    1012.4722   ✗       
429   Q+0.984LVDKLC+57.021F    -1.0000     NotChecked  -12.4596    1022.5107   ✗       
430   ESTDKLC+57.021F          -1.0000     NotChecked  -12.4796    998.4379    ✗       
431   +42.011TDLKLC+57.021F    -1.0000     NotChecked  -12.4836    937.4579    ✗       
432   LTTDKLC+57.021F          -1.0000     NotChecked  -12.5086    996.4950    ✗       
433   TVDDKLC+57.021F          -1.0000     NotChecked  -12.5145    996.4586    ✗       
434   TTDDKLC+57.021F          -1.0000     NotChecked  -12.5177    998.4379    ✗       
435   MADDKLC+57.021F          -1.0000     NotChecked  -12.5276    998.4201    ✗       
436   DLN+0.984DKLC+57.021F    -1.0000     NotChecked  -12.5304    1024.4535   ✗       
437   +42.011TDDKLC+57.021F    -1.0000     NotChecked  -12.5312    939.4008    ✗       
438   DTNDKLC+57.021F          -1.0000     NotChecked  -12.5314    1011.4331   ✗       
439   -17.027VDDKLC+57.021PF   -1.0000     NotChecked  -12.5339    975.4372    ✗       
440   +42.011VDN+0.984KLC+57.021F-1.0000     NotChecked  -12.5708    937.4215    ✗       
441   ELDDKLF                  -1.0000     NotChecked  -12.5732    878.4385    ✗       
442   -17.027VDEKLC+57.021F    -1.0000     NotChecked  -12.5880    892.4001    ✗       
443   ESNDKLC+57.021F          -1.0000     NotChecked  -12.5969    1011.4331   ✗       
444   EDDSKLC+57.021F          -1.0000     NotChecked  -12.6018    1012.4172   ✗       
445   ELDDKLC+57.021M          -1.0000     NotChecked  -12.6046    1022.4413   ✗       
446   QTDDKLC+57.021F          -1.0000     NotChecked  -12.6050    1025.4488   ✗       
447   TVDLKLC+57.021F          -1.0000     NotChecked  -12.6136    994.5157    ✗       
448   DTLDKLC+57.021F          -1.0000     NotChecked  -12.6154    1010.4743   ✗       
449   +42.011LMDKLC+57.021F    -1.0000     NotChecked  -12.6182    967.4507    ✗       
450   TTQDKLC+57.021F          -1.0000     NotChecked  -12.6187    1011.4695   ✗       
451   LLN+0.984DKLC+57.021F    -1.0000     NotChecked  -12.6250    1022.5107   ✗       
452   LTNDKLC+57.021F          -1.0000     NotChecked  -12.6259    1009.4903   ✗       
453   +42.011TTDKLC+57.021F    -1.0000     NotChecked  -12.6270    925.4215    ✗       
454   EVN+0.984DKLC+57.021F    -1.0000     NotChecked  -12.6365    1024.4535   ✗       
455   EVDDKLC+57.021F          -1.0000     NotChecked  -12.6372    1024.4535   ✗       
456   TLDN+0.984KLC+57.021F    -1.0000     NotChecked  -12.6401    1010.4743   ✗       
457   ETTN+0.984KLC+57.021F    -1.0000     NotChecked  -12.6457    1012.4535   ✗       
458   QTDDKLC+57.021F          -1.0000     NotChecked  -12.6576    1025.4488   ✗       
459   TVDDKLC+57.021F          -1.0000     NotChecked  -12.6613    996.4586    ✗       
460   QTDGKLC+57.021F          -1.0000     NotChecked  -12.6728    967.4433    ✗       
461   QPDN+0.984KLC+57.021F    -1.0000     NotChecked  -12.6749    1021.4539   ✗       
462   EAVDKLC+57.021F          -1.0000     NotChecked  -12.6808    980.4637    ✗       
463   ESLDKLC+57.021F          -1.0000     NotChecked  -12.6809    1010.4743   ✗       
464   -17.027ATDDKLC+57.021F   -1.0000     NotChecked  -12.6836    951.4008    ✗       
465   ESDDKLC+57.021F          -1.0000     NotChecked  -12.7069    1012.4172   ✗       
466   LTLDKLC+57.021F          -1.0000     NotChecked  -12.7099    1008.5314   ✗       
467   QTN+0.984DKLC+57.021F    -1.0000     NotChecked  -12.7107    1025.4488   ✗       
468   -17.027LDDKLC+57.021F    -1.0000     NotChecked  -12.7292    892.4001    ✗       
469   EVN+0.984LKLC+57.021F    -1.0000     NotChecked  -12.7356    1022.5107   ✗       
470   +42.011LN+0.984DKLC+57.021F-1.0000     NotChecked  -12.7434    951.4372    ✗       
471   +42.011TNDKLC+57.021F    -1.0000     NotChecked  -12.7443    938.4168    ✗       
472   -17.027VDDKHC+57.021F    -1.0000     NotChecked  -12.7542    902.3593    ✗       
473   -17.027TMDKLC+57.021F    -1.0000     NotChecked  -12.7566    896.3772    ✗       
474   TVTDKLC+57.021F          -1.0000     NotChecked  -12.7570    982.4794    ✗       
475   Q+0.984VDDKLC+57.021F    -1.0000     NotChecked  -12.7598    1024.4535   ✗       
476   ETNN+0.984KLC+57.021F    -1.0000     NotChecked  -12.7630    1025.4488   ✗       
477   -17.027TDDKLC+57.021F    -1.0000     NotChecked  -12.7761    880.3637    ✗       
478   QTDKLC+57.021F           -1.0000     NotChecked  -12.7785    910.4218    ✗       
479   +42.011LEDKLC+57.021F    -1.0000     NotChecked  -12.7988    965.4528    ✗       
480   DVVDKLC+57.021F          -1.0000     NotChecked  -12.7994    994.4794    ✗       
481   TPDDKLC+57.021F          -1.0000     NotChecked  -12.8045    994.4430    ✗       
482   ELTDKLC+57.021F          -1.0000     NotChecked  -12.8157    1024.4899   ✗       
483   EPDDKLC+57.021F          -1.0000     NotChecked  -12.8208    1022.4379   ✗       
484   QVDDLLC+57.021F          -1.0000     NotChecked  -12.8279    1008.4586   ✗       
485   +42.011TLDKLC+57.021F    -1.0000     NotChecked  -12.8283    937.4579    ✗       
486   -17.027QTDDKLC+57.021F   -1.0000     NotChecked  -12.8286    1008.4222   ✗       
487   -17.027LQDKLC+57.021F    -1.0000     NotChecked  -12.8301    905.4317    ✗       
488   -17.027TDGKLC+57.021F    -1.0000     NotChecked  -12.8439    822.3582    ✗       
489   ETVDKLC+57.021F          -1.0000     NotChecked  -12.8448    1010.4743   ✗       
490   -17.027PDN+0.984KLC+57.021F-1.0000     NotChecked  -12.8459    876.3688    ✗       
491   ETDDLLC+57.021F          -1.0000     NotChecked  -12.8462    1011.4219   ✗       
492   ETLN+0.984KLC+57.021F    -1.0000     NotChecked  -12.8470    1024.4899   ✗       
493   TVNDKLC+57.021F          -1.0000     NotChecked  -12.8743    995.4746    ✗       
494   -17.027TN+0.984DKLC+57.021F-1.0000     NotChecked  -12.8817    880.3637    ✗       
495   ELDDLC+57.021F           -1.0000     NotChecked  -12.8833    910.3742    ✗       
496   QVDDSLC+57.021F          -1.0000     NotChecked  -12.8885    982.4066    ✗       
497   EPDGKLC+57.021F          -1.0000     NotChecked  -12.8886    964.4324    ✗       
498   LVVDKLC+57.021F          -1.0000     NotChecked  -12.8939    992.5365    ✗       
499   ETDDSLC+57.021F          -1.0000     NotChecked  -12.9068    985.3699    ✗       
500   -17.027TGDDKLC+57.021F   -1.0000     NotChecked  -12.9075    937.3851    ✗       
501   QTDTKLC+57.021F          -1.0000     NotChecked  -12.9094    1011.4695   ✗       
502   EADDKLC+57.021F          -1.0000     NotChecked  -12.9171    996.4222    ✗       
503   EPN+0.984DKLC+57.021F    -1.0000     NotChecked  -12.9265    1022.4379   ✗       
504   QVDPKLC+57.021F          -1.0000     NotChecked  -12.9298    1005.4954   ✗       
505   +42.011TM+15.995DKLC+57.021F-1.0000     NotChecked  -12.9329    971.4092    ✗       
506   MTTDKLC+57.021F          -1.0000     NotChecked  -12.9340    1014.4514   ✗       
507   -17.027TEDKLC+57.021F    -1.0000     NotChecked  -12.9372    894.3793    ✗       
508   Q+0.984LTDKLC+57.021F    -1.0000     NotChecked  -12.9383    1024.4899   ✗       
509   ETVLKLC+57.021F          -1.0000     NotChecked  -12.9438    1008.5314   ✗       
510   ETDPKLC+57.021F          -1.0000     NotChecked  -12.9481    1008.4586   ✗       
511   -17.027TDKLC+57.021F     -1.0000     NotChecked  -12.9496    765.3367    ✗       
512   ETMSKLC+57.021F          -1.0000     NotChecked  -12.9539    1014.4514   ✗       
513   TTDSKLC+57.021F          -1.0000     NotChecked  -12.9570    970.4430    ✗       
514   TVLDKLC+57.021F          -1.0000     NotChecked  -12.9583    994.5157    ✗       
515   Q+0.984TDDLLC+57.021F    -1.0000     NotChecked  -12.9688    1011.4219   ✗       
516   QTDNKLC+57.021F          -1.0000     NotChecked  -12.9810    1024.4648   ✗       
517   ETVDKLC+57.021F          -1.0000     NotChecked  -12.9915    1010.4743   ✗       
518   EPDKLC+57.021F           -1.0000     NotChecked  -12.9943    907.4110    ✗       
519   QLDSKLC+57.021F          -1.0000     NotChecked  -12.9974    1009.4903   ✗       
520   -17.027VDDLLC+57.021F    -1.0000     NotChecked  -12.9989    863.3735    ✗       
521   +42.011VVDKLC+57.021F    -1.0000     NotChecked  -13.0123    921.4630    ✗       
522   EADLKLC+57.021F          -1.0000     NotChecked  -13.0162    994.4794    ✗       
523   -17.027EDDKLC+57.021F    -1.0000     NotChecked  -13.0245    908.3586    ✗       
524   Q+0.984TDDSLC+57.021F    -1.0000     NotChecked  -13.0294    985.3699    ✗       
525   EVVN+0.984KLC+57.021F    -1.0000     NotChecked  -13.0311    1008.4950   ✗       
526   DVDDKLC+57.021F          -1.0000     NotChecked  -13.0357    1010.4379   ✗       
527   DTDDKLC+57.021F          -1.0000     NotChecked  -13.0389    1012.4172   ✗       
528   Q+0.984PN+0.984DKLC+57.021F-1.0000     NotChecked  -13.0491    1022.4379   ✗       
529   -17.027VDDSLC+57.021F    -1.0000     NotChecked  -13.0596    837.3215    ✗       
530   -17.027SLDDKLC+57.021F   -1.0000     NotChecked  -13.0688    979.4321    ✗       
531   Q+0.984TDPKLC+57.021F    -1.0000     NotChecked  -13.0707    1008.4586   ✗       
532   EVDSKLC+57.021F          -1.0000     NotChecked  -13.0765    996.4586    ✗       
533   ETN+0.984SKLC+57.021F    -1.0000     NotChecked  -13.0790    998.4379    ✗       
534   -17.027TDTKLC+57.021F    -1.0000     NotChecked  -13.0805    866.3844    ✗       
535   TLVDKLC+57.021F          -1.0000     NotChecked  -13.0816    994.5157    ✗       
536   -17.027VDPKLC+57.021F    -1.0000     NotChecked  -13.1009    860.4102    ✗       
537   ESDDKLC+57.021F          -1.0000     NotChecked  -13.1044    1012.4172   ✗       
