================================================================================
Spectrum 139
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 399.2191
Precursor charge: 2+
Ground truth: IHWVDK
Ground truth (normalized): IHWVDK

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 2
Used for reranking: 2

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 2 (0.2%)
Database matches: 0 (0.0%)
Prosit predictions: 1 (0.1%)
Failed: 1 (0.1%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✗ (not in top 1000 candidates)

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
------------------------------------------------------------------------------------------------------------------------
1     HLVC+57.021LR            0.2580      Prosit      -11.1406    796.4378    ✓       
349   HLPHNK                   -1.0000     NotChecked  -10.6910    744.4031    ✗       
350   HLEVEK                   -1.0000     NotChecked  -10.6922    753.4021    ✗       
351   HLSHNK                   -1.0000     NotChecked  -10.6929    734.3824    ✗       
352   HLLTTK                   -1.0000     NotChecked  -10.6969    711.4279    ✗       
353   HLTLVK                   -1.0000     NotChecked  -10.6977    709.4487    ✗       
354   HLLC+57.021R             -1.0000     NotChecked  -10.6978    697.3694    ✗       
355   HLPKLK                   -1.0000     NotChecked  -10.6984    734.4803    ✗       
356   HLNVK                    -1.0000     NotChecked  -10.6984    609.3598    ✗       
357   HLERR                    -1.0000     NotChecked  -10.6986    709.3984    ✗       
358   HLHTHK                   -1.0000     NotChecked  -10.6987    771.4140    ✗       
359   HLEKTK                   -1.0000     NotChecked  -10.6994    754.4337    ✗       
360   HLKLVK                   -1.0000     NotChecked  -10.6997    736.4959    ✗       
361   HLSKLK                   -1.0000     NotChecked  -10.7003    724.4596    ✗       
362   HLEYSK                   -1.0000     NotChecked  -10.7005    775.3865    ✗       
363   HLTLYK                   -1.0000     NotChecked  -10.7011    773.4436    ✗       
364   HLYTNK                   -1.0000     NotChecked  -10.7013    774.4024    ✗       
365   HLVTHK                   -1.0000     NotChecked  -10.7015    733.4235    ✗       
366   HLLHLR                   -1.0000     NotChecked  -10.7030    787.4817    ✗       
367   HLENR                    -1.0000     NotChecked  -10.7055    667.3402    ✗       
368   HLLRTK                   -1.0000     NotChecked  -10.7068    766.4813    ✗       
369   HLVRHK                   -1.0000     NotChecked  -10.7114    788.4769    ✗       
370   HLNYK                    -1.0000     NotChecked  -10.7125    673.3548    ✗       
371   HLLNTK                   -1.0000     NotChecked  -10.7137    724.4232    ✗       
372   HLHNHK                   -1.0000     NotChecked  -10.7156    784.4093    ✗       
373   HLLHK                    -1.0000     NotChecked  -10.7169    646.3915    ✗       
374   HLYNNK                   -1.0000     NotChecked  -10.7181    787.3977    ✗       
375   HLVNHK                   -1.0000     NotChecked  -10.7183    746.4188    ✗       
376   HLEER                    -1.0000     NotChecked  -10.7225    682.3398    ✗       
377   HLHVNK                   -1.0000     NotChecked  -10.7229    746.4188    ✗       
378   HLVVNK                   -1.0000     NotChecked  -10.7257    708.4283    ✗       
379   HLNLLK                   -1.0000     NotChecked  -10.7292    736.4596    ✗       
380   HLLETK                   -1.0000     NotChecked  -10.7307    739.4228    ✗       
381   HLYVVK                   -1.0000     NotChecked  -10.7341    757.4487    ✗       
382   HLHLSK                   -1.0000     NotChecked  -10.7351    733.4235    ✗       
383   HLVEHK                   -1.0000     NotChecked  -10.7352    761.4184    ✗       
384   HLVLSK                   -1.0000     NotChecked  -10.7378    695.4330    ✗       
385   HLVYNK                   -1.0000     NotChecked  -10.7397    772.4232    ✗       
386   HLLVSK                   -1.0000     NotChecked  -10.7404    695.4330    ✗       
387   HLTC+57.021VK            -1.0000     NotChecked  -10.7406    756.3952    ✗       
388   HLHLEK                   -1.0000     NotChecked  -10.7409    775.4341    ✗       
389   HLKC+57.021VK            -1.0000     NotChecked  -10.7426    783.4425    ✗       
390   HLLTR                    -1.0000     NotChecked  -10.7427    638.3864    ✗       
391   HLLTC+57.021K            -1.0000     NotChecked  -10.7428    770.4109    ✗       
392   HLVLEK                   -1.0000     NotChecked  -10.7437    737.4436    ✗       
393   HLEKR                    -1.0000     NotChecked  -10.7452    681.3922    ✗       
394   HLLVEK                   -1.0000     NotChecked  -10.7462    737.4436    ✗       
395   HLLRR                    -1.0000     NotChecked  -10.7526    693.4398    ✗       
396   HLLKTK                   -1.0000     NotChecked  -10.7533    738.4752    ✗       
397   HLLYSK                   -1.0000     NotChecked  -10.7545    759.4279    ✗       
398   HLVKHK                   -1.0000     NotChecked  -10.7579    760.4708    ✗       
399   HLLNR                    -1.0000     NotChecked  -10.7595    651.3816    ✗       
400   HLLNC+57.021K            -1.0000     NotChecked  -10.7597    783.4061    ✗       
401   HLPVLK                   -1.0000     NotChecked  -10.7614    705.4537    ✗       
402   HLEVTK                   -1.0000     NotChecked  -10.7624    725.4072    ✗       
403   HLSVLK                   -1.0000     NotChecked  -10.7633    695.4330    ✗       
404   HLYHR                    -1.0000     NotChecked  -10.7648    724.3769    ✗       
405   HLNC+57.021LK            -1.0000     NotChecked  -10.7721    783.4061    ✗       
406   HLPYLK                   -1.0000     NotChecked  -10.7755    769.4487    ✗       
407   HLEYTK                   -1.0000     NotChecked  -10.7764    789.4021    ✗       
408   HLLER                    -1.0000     NotChecked  -10.7765    666.3813    ✗       
409   HLSYLK                   -1.0000     NotChecked  -10.7774    759.4279    ✗       
410   HLHC+57.021SK            -1.0000     NotChecked  -10.7780    780.3701    ✗       
411   HLNHVK                   -1.0000     NotChecked  -10.7795    746.4188    ✗       
412   HLVC+57.021SK            -1.0000     NotChecked  -10.7807    742.3796    ✗       
413   HLTLNK                   -1.0000     NotChecked  -10.7844    724.4232    ✗       
414   HLTTVK                   -1.0000     NotChecked  -10.7856    697.4123    ✗       
415   HLPHHK                   -1.0000     NotChecked  -10.7862    767.4191    ✗       
416   HLKLNK                   -1.0000     NotChecked  -10.7863    751.4705    ✗       
417   HLVC+57.021EK            -1.0000     NotChecked  -10.7866    784.3902    ✗       
418   HLKTVK                   -1.0000     NotChecked  -10.7875    724.4596    ✗       
419   HLSHHK                   -1.0000     NotChecked  -10.7882    757.3984    ✗       
420   HLTTYK                   -1.0000     NotChecked  -10.7889    761.4072    ✗       
421   HLKTYK                   -1.0000     NotChecked  -10.7909    788.4545    ✗       
422   HLPLVK                   -1.0000     NotChecked  -10.7942    705.4537    ✗       
423   HLTRVK                   -1.0000     NotChecked  -10.7955    752.4657    ✗       
424   HLSLVK                   -1.0000     NotChecked  -10.7962    695.4330    ✗       
425   HLKRVK                   -1.0000     NotChecked  -10.7974    779.5130    ✗       
426   HLPLYK                   -1.0000     NotChecked  -10.7976    769.4487    ✗       
427   HLLKR                    -1.0000     NotChecked  -10.7992    665.4337    ✗       
428   HLSLYK                   -1.0000     NotChecked  -10.7996    759.4279    ✗       
429   HLTNVK                   -1.0000     NotChecked  -10.8024    710.4075    ✗       
430   HLKNVK                   -1.0000     NotChecked  -10.8044    737.4548    ✗       
431   HLTNYK                   -1.0000     NotChecked  -10.8058    774.4024    ✗       
432   HLEVR                    -1.0000     NotChecked  -10.8082    652.3657    ✗       
433   HLEVC+57.021K            -1.0000     NotChecked  -10.8083    784.3902    ✗       
434   HLHLTK                   -1.0000     NotChecked  -10.8111    747.4392    ✗       
435   HLVLTK                   -1.0000     NotChecked  -10.8138    709.4487    ✗       
436   HLTHSK                   -1.0000     NotChecked  -10.8139    721.3871    ✗       
437   HLKHSK                   -1.0000     NotChecked  -10.8159    748.4344    ✗       
438   HLLVTK                   -1.0000     NotChecked  -10.8164    709.4487    ✗       
439   HLNTLK                   -1.0000     NotChecked  -10.8171    724.4232    ✗       
440   HLHVHK                   -1.0000     NotChecked  -10.8182    769.4347    ✗       
441   HLTEVK                   -1.0000     NotChecked  -10.8193    725.4072    ✗       
442   HLTHEK                   -1.0000     NotChecked  -10.8197    763.3977    ✗       
443   HLYVNK                   -1.0000     NotChecked  -10.8207    772.4232    ✗       
444   HLVVHK                   -1.0000     NotChecked  -10.8209    731.4442    ✗       
445   HLKEVK                   -1.0000     NotChecked  -10.8213    752.4545    ✗       
446   HLKHEK                   -1.0000     NotChecked  -10.8217    790.4450    ✗       
447   HLEYR                    -1.0000     NotChecked  -10.8222    716.3606    ✗       
448   HLTEYK                   -1.0000     NotChecked  -10.8227    789.4021    ✗       
449   HLHTSK                   -1.0000     NotChecked  -10.8229    721.3871    ✗       
450   HLVTSK                   -1.0000     NotChecked  -10.8257    683.3966    ✗       
451   HLNRLK                   -1.0000     NotChecked  -10.8270    779.4766    ✗       
452   HLTC+57.021NK            -1.0000     NotChecked  -10.8273    771.3697    ✗       
453   HLHTEK                   -1.0000     NotChecked  -10.8288    763.3977    ✗       
454   HLLYTK                   -1.0000     NotChecked  -10.8304    773.4436    ✗       
455   HLVTEK                   -1.0000     NotChecked  -10.8315    725.4072    ✗       
456   HLHRSK                   -1.0000     NotChecked  -10.8328    776.4406    ✗       
457   HLYLSK                   -1.0000     NotChecked  -10.8329    759.4279    ✗       
458   HLNNLK                   -1.0000     NotChecked  -10.8339    737.4184    ✗       
459   HLVYHK                   -1.0000     NotChecked  -10.8350    795.4392    ✗       
460   HLVRSK                   -1.0000     NotChecked  -10.8356    738.4501    ✗       
461   HLPC+57.021VK            -1.0000     NotChecked  -10.8371    752.4003    ✗       
462   HLELLR                   -1.0000     NotChecked  -10.8390    779.4654    ✗       
463   HLSC+57.021VK            -1.0000     NotChecked  -10.8391    742.3796    ✗       
464   HLHNSK                   -1.0000     NotChecked  -10.8398    734.3824    ✗       
465   HLVREK                   -1.0000     NotChecked  -10.8414    780.4606    ✗       
466   HLTKVK                   -1.0000     NotChecked  -10.8420    724.4596    ✗       
467   HLVNSK                   -1.0000     NotChecked  -10.8425    696.3919    ✗       
468   HLKKVK                   -1.0000     NotChecked  -10.8440    751.5068    ✗       
469   HLTKYK                   -1.0000     NotChecked  -10.8454    788.4545    ✗       
470   HLHNEK                   -1.0000     NotChecked  -10.8456    776.3929    ✗       
471   HLVNEK                   -1.0000     NotChecked  -10.8483    738.4024    ✗       
472   HLNELK                   -1.0000     NotChecked  -10.8509    752.4181    ✗       
473   HLELK                    -1.0000     NotChecked  -10.8529    638.3752    ✗       
474   HLHC+57.021TK            -1.0000     NotChecked  -10.8540    794.3857    ✗       
475   HLVC+57.021TK            -1.0000     NotChecked  -10.8567    756.3952    ✗       
476   HLHESK                   -1.0000     NotChecked  -10.8567    749.3820    ✗       
477   HLHLR                    -1.0000     NotChecked  -10.8569    674.3976    ✗       
478   HLVESK                   -1.0000     NotChecked  -10.8594    711.3915    ✗       
479   HLVLR                    -1.0000     NotChecked  -10.8596    636.4071    ✗       
480   HLVLC+57.021K            -1.0000     NotChecked  -10.8597    768.4316    ✗       
481   HLLVR                    -1.0000     NotChecked  -10.8622    636.4071    ✗       
482   HLLVC+57.021K            -1.0000     NotChecked  -10.8623    768.4316    ✗       
483   HLHEEK                   -1.0000     NotChecked  -10.8625    791.3926    ✗       
484   HLVEEK                   -1.0000     NotChecked  -10.8653    753.4021    ✗       
485   HLNHNK                   -1.0000     NotChecked  -10.8661    761.3933    ✗       
486   HLTTNK                   -1.0000     NotChecked  -10.8722    712.3868    ✗       
487   HLNKLK                   -1.0000     NotChecked  -10.8735    751.4705    ✗       
488   HLKTNK                   -1.0000     NotChecked  -10.8742    739.4341    ✗       
489   HLLYR                    -1.0000     NotChecked  -10.8762    700.4020    ✗       
490   HLHKSK                   -1.0000     NotChecked  -10.8794    748.4344    ✗       
491   HLTLHK                   -1.0000     NotChecked  -10.8796    747.4391    ✗       
492   HLPLNK                   -1.0000     NotChecked  -10.8809    720.4283    ✗       
493   HLKLHK                   -1.0000     NotChecked  -10.8816    774.4864    ✗       
494   HLPTVK                   -1.0000     NotChecked  -10.8821    693.4174    ✗       
495   HLVKSK                   -1.0000     NotChecked  -10.8821    710.4439    ✗       
496   HLTRNK                   -1.0000     NotChecked  -10.8821    767.4402    ✗       
497   HLSLNK                   -1.0000     NotChecked  -10.8829    710.4075    ✗       
498   HLSTVK                   -1.0000     NotChecked  -10.8841    683.3966    ✗       
499   HLKRNK                   -1.0000     NotChecked  -10.8841    794.4875    ✗       
500   HLHKEK                   -1.0000     NotChecked  -10.8852    790.4450    ✗       
501   HLPTYK                   -1.0000     NotChecked  -10.8855    757.4123    ✗       
502   HLSTYK                   -1.0000     NotChecked  -10.8874    747.3915    ✗       
503   HLVKEK                   -1.0000     NotChecked  -10.8880    752.4545    ✗       
504   HLTNNK                   -1.0000     NotChecked  -10.8890    725.3820    ✗       
505   HLEHVR                   -1.0000     NotChecked  -10.8892    789.4246    ✗       
506   HLTHTK                   -1.0000     NotChecked  -10.8899    735.4028    ✗       
507   HLKNNK                   -1.0000     NotChecked  -10.8910    752.4293    ✗       
508   HLKHTK                   -1.0000     NotChecked  -10.8918    762.4500    ✗       
509   HLPRVK                   -1.0000     NotChecked  -10.8920    748.4708    ✗       
510   HLLLLR                   -1.0000     NotChecked  -10.8930    763.5068    ✗       
511   HLSRVK                   -1.0000     NotChecked  -10.8940    738.4501    ✗       
512   +43.006LEHK              -1.0000     NotChecked  -10.8942    568.2969    ✗       
513   HLEC+57.021K             -1.0000     NotChecked  -10.8958    685.3217    ✗       
514   HLHTTK                   -1.0000     NotChecked  -10.8989    735.4028    ✗       
515   HLPNVK                   -1.0000     NotChecked  -10.8989    706.4126    ✗       
516   HLHC+57.021R             -1.0000     NotChecked  -10.8998    721.3442    ✗       
517   HLSNVK                   -1.0000     NotChecked  -10.9009    696.3919    ✗       
518   HLEHLK                   -1.0000     NotChecked  -10.9010    775.4341    ✗       
519   HLVTTK                   -1.0000     NotChecked  -10.9016    697.4123    ✗       
520   HLPNYK                   -1.0000     NotChecked  -10.9023    770.4075    ✗       
521   HLVC+57.021R             -1.0000     NotChecked  -10.9025    683.3537    ✗       
522   HLSNYK                   -1.0000     NotChecked  -10.9043    760.3868    ✗       
523   HLTVVK                   -1.0000     NotChecked  -10.9050    695.4330    ✗       
524   HLTENK                   -1.0000     NotChecked  -10.9060    740.3817    ✗       
525   HLLLK                    -1.0000     NotChecked  -10.9068    622.4166    ✗       
526   HLKVVK                   -1.0000     NotChecked  -10.9070    722.4803    ✗       
527   HLVHLR                   -1.0000     NotChecked  -10.9078    773.4660    ✗       
528   HLKENK                   -1.0000     NotChecked  -10.9080    767.4290    ✗       
529   HLTVYK                   -1.0000     NotChecked  -10.9084    759.4279    ✗       
530   HLHRTK                   -1.0000     NotChecked  -10.9088    790.4562    ✗       
531   HLYLTK                   -1.0000     NotChecked  -10.9089    773.4436    ✗       
532   HLKVYK                   -1.0000     NotChecked  -10.9104    786.4752    ✗       
533   HLPHSK                   -1.0000     NotChecked  -10.9104    717.3922    ✗       
534   HLVRTK                   -1.0000     NotChecked  -10.9115    752.4657    ✗       
535   HLSHSK                   -1.0000     NotChecked  -10.9124    707.3715    ✗       
536   HLHNTK                   -1.0000     NotChecked  -10.9157    748.3980    ✗       
537   HLPEVK                   -1.0000     NotChecked  -10.9159    721.4123    ✗       
538   HLYVHK                   -1.0000     NotChecked  -10.9160    795.4392    ✗       
539   HLPHEK                   -1.0000     NotChecked  -10.9163    759.4028    ✗       
540   HLSEVK                   -1.0000     NotChecked  -10.9178    711.3915    ✗       
541   HLSHEK                   -1.0000     NotChecked  -10.9182    749.3820    ✗       
542   HLVNTK                   -1.0000     NotChecked  -10.9185    710.4075    ✗       
543   HLHHK                    -1.0000     NotChecked  -10.9189    670.3663    ✗       
544   HLTYVK                   -1.0000     NotChecked  -10.9191    759.4279    ✗       
545   HLPEYK                   -1.0000     NotChecked  -10.9192    785.4072    ✗       
546   HLYTSK                   -1.0000     NotChecked  -10.9208    747.3915    ✗       
547   HLKYVK                   -1.0000     NotChecked  -10.9211    786.4752    ✗       
548   HLSEYK                   -1.0000     NotChecked  -10.9212    775.3865    ✗       
549   HLVHK                    -1.0000     NotChecked  -10.9216    632.3758    ✗       
550   HLTC+57.021HK            -1.0000     NotChecked  -10.9225    794.3857    ✗       
551   HLPC+57.021NK            -1.0000     NotChecked  -10.9238    767.3748    ✗       
552   HLSC+57.021NK            -1.0000     NotChecked  -10.9258    757.3541    ✗       
553   HLYTEK                   -1.0000     NotChecked  -10.9266    789.4021    ✗       
554   HLETLR                   -1.0000     NotChecked  -10.9268    767.4290    ✗       
555   HLTKNK                   -1.0000     NotChecked  -10.9287    739.4341    ✗       
556   HLKKNK                   -1.0000     NotChecked  -10.9306    766.4814    ✗       
557   HLHETK                   -1.0000     NotChecked  -10.9327    763.3977    ✗       
558   HLVETK                   -1.0000     NotChecked  -10.9354    725.4072    ✗       
559   HLTHR                    -1.0000     NotChecked  -10.9357    662.3612    ✗       
560   HLTHC+57.021K            -1.0000     NotChecked  -10.9358    794.3857    ✗       
561   HLNVLK                   -1.0000     NotChecked  -10.9365    722.4439    ✗       
562   HLYNSK                   -1.0000     NotChecked  -10.9376    760.3868    ✗       
563   HLKHR                    -1.0000     NotChecked  -10.9377    689.4085    ✗       
564   HLPKVK                   -1.0000     NotChecked  -10.9385    720.4646    ✗       
565   HLSKVK                   -1.0000     NotChecked  -10.9405    710.4439    ✗       
566   HLETK                    -1.0000     NotChecked  -10.9407    626.3388    ✗       
567   HLPKYK                   -1.0000     NotChecked  -10.9419    784.4596    ✗       
568   HLHVSK                   -1.0000     NotChecked  -10.9424    719.4079    ✗       
569   HLLHVR                   -1.0000     NotChecked  -10.9432    773.4660    ✗       
570   HLENLR                   -1.0000     NotChecked  -10.9437    780.4242    ✗       
571   HLSKYK                   -1.0000     NotChecked  -10.9439    774.4388    ✗       
572   HLHTR                    -1.0000     NotChecked  -10.9447    662.3612    ✗       
573   HLHTC+57.021K            -1.0000     NotChecked  -10.9449    794.3857    ✗       
574   HLVVSK                   -1.0000     NotChecked  -10.9451    681.4174    ✗       
575   HLVTR                    -1.0000     NotChecked  -10.9475    624.3707    ✗       
576   HLVTC+57.021K            -1.0000     NotChecked  -10.9476    756.3952    ✗       
577   +43.006LLHK              -1.0000     NotChecked  -10.9482    552.3384    ✗       
578   HLHVEK                   -1.0000     NotChecked  -10.9482    761.4184    ✗       
579   HLLC+57.021K             -1.0000     NotChecked  -10.9497    669.3632    ✗       
580   HLERK                    -1.0000     NotChecked  -10.9506    681.3922    ✗       
581   HLNYLK                   -1.0000     NotChecked  -10.9506    786.4388    ✗       
582   HLVVEK                   -1.0000     NotChecked  -10.9510    723.4279    ✗       
583   HLYESK                   -1.0000     NotChecked  -10.9545    775.3865    ✗       
584   HLHRR                    -1.0000     NotChecked  -10.9546    717.4147    ✗       
585   HLYLR                    -1.0000     NotChecked  -10.9547    700.4020    ✗       
586   HLLHLK                   -1.0000     NotChecked  -10.9550    759.4755    ✗       
587   HLHKTK                   -1.0000     NotChecked  -10.9554    762.4500    ✗       
588   HLHYSK                   -1.0000     NotChecked  -10.9565    783.4028    ✗       
589   HLVRR                    -1.0000     NotChecked  -10.9573    679.4242    ✗       
590   HLENK                    -1.0000     NotChecked  -10.9575    639.3340    ✗       
591   HLVKTK                   -1.0000     NotChecked  -10.9581    724.4596    ✗       
592   HLVYSK                   -1.0000     NotChecked  -10.9592    745.4123    ✗       
593   HLEELR                   -1.0000     NotChecked  -10.9606    795.4239    ✗       
594   HLNHHK                   -1.0000     NotChecked  -10.9614    784.4093    ✗       
595   HLHNR                    -1.0000     NotChecked  -10.9615    675.3565    ✗       
596   HLVNR                    -1.0000     NotChecked  -10.9643    637.3660    ✗       
597   HLVNC+57.021K            -1.0000     NotChecked  -10.9644    769.3905    ✗       
598   HLVYEK                   -1.0000     NotChecked  -10.9650    787.4228    ✗       
599   HLTTHK                   -1.0000     NotChecked  -10.9675    735.4028    ✗       
600   HLPTNK                   -1.0000     NotChecked  -10.9687    708.3919    ✗       
601   HLNLVK                   -1.0000     NotChecked  -10.9694    722.4439    ✗       
602   HLKTHK                   -1.0000     NotChecked  -10.9695    762.4500    ✗       
603   HLSTNK                   -1.0000     NotChecked  -10.9707    698.3711    ✗       
604   HLNLYK                   -1.0000     NotChecked  -10.9728    786.4388    ✗       
605   HLEEK                    -1.0000     NotChecked  -10.9745    654.3337    ✗       
606   HLPLHK                   -1.0000     NotChecked  -10.9762    743.4442    ✗       
607   HLYKSK                   -1.0000     NotChecked  -10.9772    774.4388    ✗       
608   HLTRHK                   -1.0000     NotChecked  -10.9774    790.4562    ✗       
609   HLSLHK                   -1.0000     NotChecked  -10.9781    733.4235    ✗       
610   HLHER                    -1.0000     NotChecked  -10.9785    690.3562    ✗       
611   HLPRNK                   -1.0000     NotChecked  -10.9786    763.4453    ✗       
612   HLSRNK                   -1.0000     NotChecked  -10.9806    753.4246    ✗       
613   HLLTLR                   -1.0000     NotChecked  -10.9808    751.4705    ✗       
614   HLVER                    -1.0000     NotChecked  -10.9812    652.3657    ✗       
615   HLVEC+57.021K            -1.0000     NotChecked  -10.9814    784.3902    ✗       
616   HLEKLR                   -1.0000     NotChecked  -10.9833    794.4763    ✗       
617   HLTNHK                   -1.0000     NotChecked  -10.9843    748.3980    ✗       
618   HLPNNK                   -1.0000     NotChecked  -10.9856    721.3871    ✗       
619   HLKNHK                   -1.0000     NotChecked  -10.9863    775.4453    ✗       
620   HLPHTK                   -1.0000     NotChecked  -10.9864    731.4079    ✗       
621   HLSNNK                   -1.0000     NotChecked  -10.9875    711.3664    ✗       
622   HLSHTK                   -1.0000     NotChecked  -10.9884    721.3871    ✗       
623   HLTVNK                   -1.0000     NotChecked  -10.9917    710.4075    ✗       
624   HLKVNK                   -1.0000     NotChecked  -10.9936    737.4548    ✗       
625   HLLTK                    -1.0000     NotChecked  -10.9947    610.3802    ✗       
626   HLYTTK                   -1.0000     NotChecked  -10.9967    761.4072    ✗       
627   HLEKK                    -1.0000     NotChecked  -10.9971    653.3861    ✗       
628   HLYC+57.021R             -1.0000     NotChecked  -10.9976    747.3486    ✗       
629   HLLNLR                   -1.0000     NotChecked  -10.9977    764.4657    ✗       
630   HLHKR                    -1.0000     NotChecked  -11.0012    689.4085    ✗       
631   HLTEHK                   -1.0000     NotChecked  -11.0013    763.3977    ✗       
632   HLPVVK                   -1.0000     NotChecked  -11.0015    691.4381    ✗       
633   HLPENK                   -1.0000     NotChecked  -11.0025    736.3868    ✗       
634   HLKEHK                   -1.0000     NotChecked  -11.0032    790.4450    ✗       
635   HLSVVK                   -1.0000     NotChecked  -11.0035    681.4174    ✗       
636   HLTLSK                   -1.0000     NotChecked  -11.0038    697.4123    ✗       
637   HLVKR                    -1.0000     NotChecked  -11.0039    651.4180    ✗       
638   HLVKC+57.021K            -1.0000     NotChecked  -11.0040    783.4425    ✗       
639   HLSENK                   -1.0000     NotChecked  -11.0045    726.3661    ✗       
640   HLLRK                    -1.0000     NotChecked  -11.0046    665.4337    ✗       
641   HLPVYK                   -1.0000     NotChecked  -11.0049    755.4330    ✗       
642   HLTYNK                   -1.0000     NotChecked  -11.0058    774.4024    ✗       
643   HLKLSK                   -1.0000     NotChecked  -11.0058    724.4596    ✗       
644   HLSVYK                   -1.0000     NotChecked  -11.0069    745.4123    ✗       
645   HLTLEK                   -1.0000     NotChecked  -11.0097    739.4228    ✗       
646   HLLNK                    -1.0000     NotChecked  -11.0115    623.3755    ✗       
647   HLKLEK                   -1.0000     NotChecked  -11.0116    766.4701    ✗       
648   HLNC+57.021VK            -1.0000     NotChecked  -11.0123    769.3905    ✗       
649   HLYNTK                   -1.0000     NotChecked  -11.0136    774.4024    ✗       
650   HLLELR                   -1.0000     NotChecked  -11.0146    779.4654    ✗       
651   HLPYVK                   -1.0000     NotChecked  -11.0156    755.4330    ✗       
652   HLYHK                    -1.0000     NotChecked  -11.0167    696.3707    ✗       
653   HLSYVK                   -1.0000     NotChecked  -11.0176    745.4123    ✗       
654   HLHVTK                   -1.0000     NotChecked  -11.0184    733.4235    ✗       
655   HLPC+57.021HK            -1.0000     NotChecked  -11.0191    790.3908    ✗       
656   HLSC+57.021HK            -1.0000     NotChecked  -11.0210    780.3701    ✗       
657   HLVVTK                   -1.0000     NotChecked  -11.0211    695.4330    ✗       
658   HLTKHK                   -1.0000     NotChecked  -11.0239    762.4500    ✗       
659   HLPKNK                   -1.0000     NotChecked  -11.0252    735.4392    ✗       
660   HLKKHK                   -1.0000     NotChecked  -11.0259    789.4973    ✗       
661   HLSKNK                   -1.0000     NotChecked  -11.0272    725.4184    ✗       
662   HLLEK                    -1.0000     NotChecked  -11.0285    638.3752    ✗       
663   HLLHNR                   -1.0000     NotChecked  -11.0299    788.4406    ✗       
664   HLYETK                   -1.0000     NotChecked  -11.0305    789.4021    ✗       
665   HLPHR                    -1.0000     NotChecked  -11.0322    658.3663    ✗       
666   HLPHC+57.021K            -1.0000     NotChecked  -11.0323    790.3908    ✗       
667   HLSHR                    -1.0000     NotChecked  -11.0342    648.3456    ✗       
668   HLSHC+57.021K            -1.0000     NotChecked  -11.0343    780.3701    ✗       
669   HLVYTK                   -1.0000     NotChecked  -11.0352    759.4279    ✗       
670   HLLKLR                   -1.0000     NotChecked  -11.0373    778.5177    ✗       
671   HLYVSK                   -1.0000     NotChecked  -11.0402    745.4123    ✗       
672   HLYTR                    -1.0000     NotChecked  -11.0425    688.3657    ✗       
673   HLYVEK                   -1.0000     NotChecked  -11.0461    787.4228    ✗       
674   HLEVLR                   -1.0000     NotChecked  -11.0463    765.4497    ✗       
675   HLTC+57.021SK            -1.0000     NotChecked  -11.0467    744.3589    ✗       
676   HLKC+57.021SK            -1.0000     NotChecked  -11.0487    771.4061    ✗       
677   HLLKK                    -1.0000     NotChecked  -11.0511    637.4275    ✗       
678   HLYRR                    -1.0000     NotChecked  -11.0524    743.4191    ✗       
679   HLTC+57.021EK            -1.0000     NotChecked  -11.0526    786.3694    ✗       
680   HLYKTK                   -1.0000     NotChecked  -11.0532    788.4545    ✗       
681   HLNLNK                   -1.0000     NotChecked  -11.0561    737.4184    ✗       
682   HLNTVK                   -1.0000     NotChecked  -11.0572    710.4075    ✗       
683   HLYNR                    -1.0000     NotChecked  -11.0594    701.3609    ✗       
684   HLEVK                    -1.0000     NotChecked  -11.0602    624.3595    ✗       
685   HLNTYK                   -1.0000     NotChecked  -11.0606    774.4024    ✗       
686   HLPTHK                   -1.0000     NotChecked  -11.0640    731.4078    ✗       
687   HLHVR                    -1.0000     NotChecked  -11.0642    660.3820    ✗       
688   HLHVC+57.021K            -1.0000     NotChecked  -11.0643    792.4065    ✗       
689   HLSTHK                   -1.0000     NotChecked  -11.0660    721.3871    ✗       
690   HLVVR                    -1.0000     NotChecked  -11.0669    622.3915    ✗       
691   HLVVC+57.021K            -1.0000     NotChecked  -11.0670    754.4160    ✗       
692   HLNRVK                   -1.0000     NotChecked  -11.0671    765.4610    ✗       
693   HLPRHK                   -1.0000     NotChecked  -11.0739    786.4613    ✗       
694   HLNNVK                   -1.0000     NotChecked  -11.0741    723.4028    ✗       
695   HLEYK                    -1.0000     NotChecked  -11.0742    688.3544    ✗       
696   HLSRHK                   -1.0000     NotChecked  -11.0759    776.4406    ✗       
697   HLYER                    -1.0000     NotChecked  -11.0763    716.3606    ✗       
698   HLNNYK                   -1.0000     NotChecked  -11.0774    787.3977    ✗       
699   HLHYR                    -1.0000     NotChecked  -11.0783    724.3769    ✗       
700   HLELVR                   -1.0000     NotChecked  -11.0792    765.4497    ✗       
701   HLTLTK                   -1.0000     NotChecked  -11.0798    711.4279    ✗       
702   HLPNHK                   -1.0000     NotChecked  -11.0808    744.4031    ✗       
703   HLVYR                    -1.0000     NotChecked  -11.0810    686.3864    ✗       
704   HLKLTK                   -1.0000     NotChecked  -11.0818    738.4752    ✗       
